employee_id,age,department,job_level,education_field,tenure_years,monthly_income,overtime,job_satisfaction,worklife_balance,distance_from_home_km,years_since_last_promotion,trainings_last_year,attrition
EMP-0609,25,Finance,Lead,Other,3.6,8294.65,No,3,4,17,0,4,No
EMP-0610,36,Finance,Mid,Other,0.5,4568.22,No,3,3,11,0,3,No
EMP-0611,38,Marketing,Junior,Technical,0.1,2970.31,No,3,3,8,0,3,No
EMP-0612,39,Customer Support,Mid,Technical,3.0,4599.33,Yes,2,2,9,1,4,Yes
EMP-0613,49,Engineering,Senior,Technical,0.1,6604.65,No,4,3,3,0,1,No
EMP-0614,38,HR,Mid,Technical,12.0,4220.99,No,3,2,1,4,1,Yes
EMP-0615,36,Engineering,Junior,Other,0.3,3529.13,No,2,3,11,0,0,Yes
EMP-0616,28,Engineering,Junior,Marketing,0.5,3028.92,No,1,4,22,0,2,No
EMP-0617,42,Customer Support,Junior,Technical,3.5,3521.29,No,3,3,1,0,2,No
EMP-0618,27,Engineering,Junior,Other,6.0,2722.07,No,1,2,15,0,3,Yes
EMP-0619,21,Marketing,Junior,Business,0.0,3133.47,Yes,1,3,16,0,5,Yes
EMP-0620,26,Customer Support,Senior,Technical,1.2,6751.07,Yes,1,2,15,1,1,No
EMP-0621,29,Customer Support,Senior,Business,8.0,7234.02,No,1,4,3,2,2,No
EMP-0622,21,Engineering,Junior,Marketing,0.0,3547.15,No,3,3,2,0,4,No
EMP-0623,37,Engineering,Junior,Technical,0.2,3186.88,No,3,2,2,0,2,No
EMP-0624,31,Marketing,Junior,Marketing,8.6,3158.72,No,4,1,2,6,1,Yes
EMP-0625,36,Engineering,Junior,Marketing,3.0,3814.31,No,3,2,26,0,4,Yes
EMP-0626,31,Sales,Mid,Other,1.2,4151.3,No,3,3,9,0,1,No
EMP-0627,38,Finance,Junior,Technical,0.9,3032.24,No,4,1,3,0,2,No
EMP-0628,41,Engineering,Senior,Marketing,0.2,8431.76,Yes,3,4,11,0,3,No
EMP-0629,25,Sales,Mid,Other,4.0,4591.65,No,2,2,1,4,1,Yes
EMP-0630,21,Sales,Mid,Technical,0.0,5468.27,No,1,3,11,0,2,No
EMP-0631,41,Finance,Mid,Technical,4.0,5583.62,No,4,4,1,0,3,No
EMP-0632,27,HR,Junior,Business,1.0,3400.75,No,4,1,7,1,4,No
EMP-0633,27,Finance,Senior,Other,0.9,6745.59,Yes,3,3,2,0,0,No
EMP-0634,22,Finance,Junior,Technical,1.0,3026.46,No,3,2,4,1,1,No
EMP-0635,32,Customer Support,Senior,Technical,1.6,8156.92,No,3,4,2,1,1,No
EMP-0636,25,Customer Support,Junior,Business,4.0,2764.83,No,3,4,1,1,2,No
EMP-0637,38,HR,Mid,Business,1.7,4834.84,No,3,3,2,0,2,No
EMP-0638,32,Customer Support,Junior,Marketing,6.2,3036.59,Yes,3,4,4,1,2,Yes
EMP-0639,22,Finance,Senior,Other,1.0,8358.16,No,4,3,3,1,1,No
EMP-0640,32,Sales,Mid,Other,2.1,5537.8,Yes,1,4,8,0,2,No
EMP-0641,21,Sales,Mid,Technical,0.0,5660.88,Yes,1,2,10,0,0,Yes
EMP-0642,29,Sales,Senior,Marketing,8.0,6896.76,No,4,2,1,4,2,No
EMP-0643,23,Sales,Senior,Business,2.0,8181.37,No,1,4,4,2,2,No
EMP-0644,41,Engineering,Lead,Business,0.8,9172.38,No,2,4,1,0,1,No
EMP-0645,27,Sales,Senior,Marketing,0.6,8148.11,Yes,3,3,20,0,1,No
EMP-0646,29,Finance,Senior,Business,3.0,8167.73,Yes,2,3,8,2,2,Yes
EMP-0647,34,Engineering,Junior,Other,7.7,3370.9,No,4,2,24,1,4,No
EMP-0648,38,Engineering,Junior,Technical,1.7,3217.93,No,3,3,2,0,2,No
EMP-0649,27,Sales,Lead,Technical,0.8,11216.93,Yes,4,2,1,0,3,No
EMP-0650,21,Customer Support,Junior,Marketing,0.0,3193.41,No,3,2,9,0,2,No
EMP-0651,43,Engineering,Senior,Business,5.3,7517.01,No,4,2,1,1,0,No
EMP-0652,25,Sales,Lead,Technical,1.5,9882.1,Yes,3,4,3,1,2,No
EMP-0653,31,Engineering,Senior,Other,1.4,8012.48,Yes,2,2,1,1,3,Yes
EMP-0654,27,Customer Support,Senior,Business,2.1,6854.02,Yes,4,2,19,2,1,Yes
EMP-0655,40,Engineering,Junior,Technical,2.3,3575.69,No,4,1,7,0,1,Yes
EMP-0656,35,Sales,Junior,Other,6.4,2918.09,No,4,3,4,1,1,No
EMP-0657,40,Customer Support,Senior,Business,3.6,7262.86,No,4,1,3,3,3,No
EMP-0658,36,Sales,Mid,Technical,4.5,5602.1,No,1,3,1,2,1,No
EMP-0659,35,Customer Support,Junior,Technical,1.1,3576.74,Yes,3,3,4,1,1,No
EMP-0660,27,Sales,Mid,Other,1.1,4768.16,Yes,4,4,1,1,1,Yes
EMP-0661,33,Sales,Senior,Other,2.7,8362.55,No,4,1,6,1,5,Yes
EMP-0662,26,HR,Mid,Business,5.0,4264.29,No,4,2,6,5,1,Yes
EMP-0663,21,Engineering,Lead,Marketing,0.0,10546.56,No,4,2,3,0,0,No
EMP-0664,31,Engineering,Junior,Marketing,0.0,3835.08,No,4,3,1,0,4,No
EMP-0665,47,HR,Senior,Marketing,11.5,7521.47,No,3,4,2,1,2,No
EMP-0666,21,Finance,Senior,Business,0.0,8443.15,No,3,2,25,0,2,No
EMP-0667,37,Engineering,Junior,Marketing,0.6,3153.44,No,1,2,21,0,1,Yes
EMP-0668,30,Sales,Mid,Business,0.0,5083.94,No,2,1,6,0,2,No
EMP-0669,52,Engineering,Mid,Business,2.4,4880.87,Yes,2,2,1,1,2,No
EMP-0670,40,Engineering,Junior,Business,1.0,3469.55,No,3,3,17,1,5,No
EMP-0671,40,Sales,Mid,Other,0.6,5482.11,No,3,4,1,0,4,Yes
EMP-0672,36,Finance,Lead,Business,1.5,9216.41,No,4,4,8,0,1,Yes
EMP-0673,41,Finance,Senior,Business,7.9,8069.24,Yes,2,3,2,1,1,No
EMP-0674,33,Sales,Mid,Marketing,1.6,5542.56,No,3,1,8,0,1,Yes
EMP-0675,38,Marketing,Mid,Business,2.8,5345.55,No,2,4,1,0,1,No
EMP-0676,48,Customer Support,Junior,Business,0.1,2852.41,Yes,3,3,6,0,1,Yes
EMP-0677,21,Engineering,Lead,Marketing,0.0,8876.83,No,3,2,11,0,2,No
EMP-0678,29,Sales,Junior,Technical,0.1,2785.21,Yes,3,3,14,0,1,Yes
EMP-0679,38,Sales,Mid,Marketing,3.3,5394.27,Yes,2,3,2,2,1,Yes
EMP-0680,34,Sales,Mid,Technical,6.9,5625.05,Yes,1,4,17,4,1,No
EMP-0681,40,Engineering,Mid,Marketing,1.8,5302.31,No,3,4,12,0,2,No
EMP-0682,46,Marketing,Mid,Marketing,2.0,4147.99,No,3,3,1,2,2,No
EMP-0683,36,Sales,Junior,Marketing,0.7,2987.13,No,1,4,32,0,1,Yes
EMP-0684,35,Finance,Mid,Technical,0.3,4757.62,No,3,3,8,0,2,Yes
EMP-0685,28,Customer Support,Junior,Marketing,0.5,2798.52,No,2,3,1,0,2,No
EMP-0686,31,Engineering,Mid,Other,0.5,5175.58,No,1,2,1,0,1,Yes
EMP-0687,36,Engineering,Junior,Technical,2.7,3560.98,No,2,2,13,2,3,No
EMP-0688,36,Engineering,Junior,Other,1.4,3416.43,Yes,1,4,1,1,1,Yes
EMP-0689,27,Marketing,Mid,Marketing,4.4,4510.76,No,4,2,1,0,4,No
EMP-0690,35,Sales,Lead,Marketing,1.6,11325.24,Yes,3,4,9,1,2,No
EMP-0691,21,Customer Support,Mid,Marketing,0.0,4530.24,No,3,3,7,0,0,Yes
EMP-0692,21,Marketing,Junior,Business,0.0,3481.88,Yes,3,4,4,0,5,No
EMP-0693,44,Finance,Junior,Business,3.5,3032.47,No,2,4,1,2,2,No
EMP-0694,51,Customer Support,Junior,Business,0.2,2874.16,Yes,4,3,1,0,3,No
EMP-0695,46,Customer Support,Senior,Marketing,1.8,7776.06,No,3,3,20,1,1,No
EMP-0696,33,HR,Junior,Technical,2.2,3650.72,No,4,1,20,2,1,No
EMP-0697,54,Marketing,Mid,Technical,3.3,5591.97,No,4,2,10,1,1,No
EMP-0698,48,Engineering,Mid,Technical,0.3,4322.01,No,2,4,13,0,4,Yes
EMP-0699,37,HR,Mid,Marketing,0.6,4268.61,No,4,4,17,0,1,Yes
EMP-0700,33,Finance,Mid,Other,9.1,4244.7,No,3,3,10,1,1,No
EMP-0701,32,Engineering,Mid,Technical,0.3,5005.53,No,2,4,30,0,0,Yes
EMP-0702,24,Engineering,Junior,Other,3.0,3585.91,No,4,3,1,1,3,No
EMP-0703,36,Finance,Mid,Other,3.1,4286.67,Yes,3,4,13,0,3,Yes
EMP-0704,29,Engineering,Lead,Technical,1.1,8403.17,No,3,4,5,1,0,No
EMP-0705,44,Engineering,Senior,Business,0.8,6192.12,No,4,3,11,0,1,No
EMP-0706,44,Engineering,Mid,Other,3.0,4695.25,No,4,4,3,0,1,No
EMP-0707,25,Engineering,Mid,Marketing,3.7,5558.45,No,2,4,16,2,3,No
EMP-0708,26,Engineering,Mid,Other,3.6,5174.68,No,3,1,4,3,2,No
EMP-0709,32,Customer Support,Junior,Other,3.3,3360.35,No,3,4,8,3,0,No
EMP-0710,38,Engineering,Junior,Marketing,0.5,3537.99,No,3,1,18,0,1,No
EMP-0711,27,Finance,Mid,Other,0.3,4141.77,No,4,4,6,0,2,Yes
EMP-0712,36,Customer Support,Junior,Marketing,4.6,3029.22,Yes,3,4,16,4,5,No
EMP-0713,35,Engineering,Senior,Technical,0.3,6442.39,No,3,2,13,0,3,No
EMP-0714,23,Marketing,Junior,Other,0.8,3517.14,Yes,4,2,1,0,2,No
EMP-0715,36,Marketing,Lead,Business,3.0,11085.17,No,4,1,11,3,2,Yes
EMP-0716,45,Sales,Mid,Other,0.7,4288.81,No,4,2,1,0,3,No
EMP-0717,37,Engineering,Mid,Marketing,1.4,4379.72,Yes,4,4,11,1,1,No
EMP-0718,29,Customer Support,Lead,Other,3.5,8119.95,Yes,3,4,2,0,2,Yes
EMP-0719,26,Engineering,Mid,Marketing,1.0,5752.34,No,3,1,3,0,2,No
EMP-0720,42,Engineering,Junior,Business,0.3,3700.59,No,4,3,5,0,0,No
EMP-0721,32,Customer Support,Junior,Marketing,0.0,3461.32,Yes,4,2,8,0,3,No
EMP-0722,44,Customer Support,Mid,Technical,2.2,4836.23,Yes,1,1,9,0,1,Yes
EMP-0723,26,Marketing,Lead,Other,5.0,11327.21,No,1,2,1,0,5,No
EMP-0724,43,Engineering,Senior,Marketing,1.9,6569.02,Yes,3,4,1,1,0,No
EMP-0725,36,HR,Senior,Business,1.1,6492.78,No,4,3,11,1,2,Yes
EMP-0726,41,Sales,Junior,Business,0.9,3135.54,No,1,3,1,0,3,No
EMP-0727,33,Finance,Mid,Business,1.5,4399.3,No,1,1,10,0,1,No
EMP-0728,32,Customer Support,Junior,Marketing,3.4,3328.18,No,3,2,2,3,4,No
EMP-0729,32,Finance,Lead,Other,1.0,10107.75,No,4,3,2,1,2,No
EMP-0730,33,Customer Support,Mid,Technical,1.1,5400.76,Yes,3,2,7,1,1,No
EMP-0731,40,Customer Support,Junior,Technical,6.0,3228.98,Yes,3,3,13,2,1,No
EMP-0732,27,Sales,Mid,Business,0.5,4753.94,No,3,2,13,0,1,No
EMP-0733,21,Engineering,Lead,Business,0.0,9028.49,No,4,3,2,0,2,No
EMP-0734,30,HR,Junior,Business,0.4,3293.19,No,2,2,4,0,2,No
EMP-0735,37,Engineering,Mid,Business,3.8,4388.7,Yes,4,4,1,0,0,No
EMP-0736,46,Marketing,Mid,Business,2.3,5162.52,No,3,3,1,0,1,No
EMP-0737,34,Customer Support,Mid,Technical,12.7,4802.98,No,3,1,5,1,1,Yes
EMP-0738,40,Sales,Senior,Marketing,0.6,7694.59,Yes,2,1,6,0,1,Yes
EMP-0739,28,Marketing,Senior,Technical,3.2,6983.84,No,4,2,7,0,2,No
EMP-0740,31,Customer Support,Mid,Business,1.1,5028.55,Yes,4,4,11,1,4,Yes
EMP-0741,29,Sales,Mid,Business,6.3,5677.07,Yes,3,4,9,0,1,No
EMP-0742,49,Sales,Junior,Other,3.0,2786.88,No,3,3,5,0,2,No
EMP-0743,36,Finance,Mid,Business,1.2,4199.72,No,4,2,22,0,1,No
EMP-0744,47,Customer Support,Mid,Marketing,9.4,4657.39,Yes,3,2,28,8,6,Yes
EMP-0745,38,Sales,Junior,Marketing,0.6,3831.36,Yes,3,4,28,0,1,Yes
EMP-0746,35,Sales,Junior,Business,4.7,3097.44,No,1,2,15,2,4,Yes
EMP-0747,40,Finance,Lead,Business,2.1,9174.92,No,2,2,17,1,2,No
EMP-0748,23,Engineering,Mid,Other,2.0,4396.42,No,3,2,22,0,3,No
EMP-0749,39,Sales,Junior,Other,1.7,3143.57,Yes,4,4,3,1,1,No
EMP-0750,33,Customer Support,Lead,Other,0.7,10424.37,No,2,2,21,0,2,Yes
EMP-0751,23,Sales,Junior,Technical,2.0,2931.0,Yes,1,4,7,1,4,No
EMP-0752,43,Sales,Lead,Technical,2.3,9279.96,No,3,3,17,2,5,No
EMP-0753,48,Engineering,Senior,Other,5.4,7610.33,Yes,1,3,8,0,1,No
EMP-0754,34,Engineering,Mid,Other,4.3,4924.92,No,4,2,2,4,3,Yes
EMP-0755,23,Marketing,Junior,Other,0.0,3437.67,No,3,4,7,0,3,No
EMP-0756,34,HR,Mid,Other,1.7,4456.06,No,4,2,6,1,2,No
EMP-0757,46,Engineering,Senior,Other,3.8,7286.12,No,1,4,3,1,0,Yes
EMP-0758,38,Sales,Senior,Business,4.7,8308.46,No,3,4,1,0,2,No
EMP-0759,48,Sales,Mid,Technical,1.2,4298.11,Yes,4,4,15,1,1,No
EMP-0760,31,Sales,Senior,Other,5.4,8490.85,No,3,4,3,0,0,No
EMP-0761,31,Customer Support,Junior,Other,2.6,3047.15,No,3,3,6,0,2,No
EMP-0762,29,Engineering,Mid,Business,0.5,4530.48,Yes,3,4,7,0,2,No
EMP-0763,30,Engineering,Senior,Technical,9.0,6845.95,No,3,2,32,2,1,No
EMP-0764,39,Engineering,Mid,Marketing,4.1,5085.26,No,3,2,2,2,1,No
EMP-0765,21,Sales,Junior,Business,0.0,3700.19,No,1,1,6,0,2,No
EMP-0766,33,Engineering,Junior,Technical,5.8,3256.19,No,3,3,12,1,1,No
EMP-0767,34,Sales,Junior,Technical,1.3,3213.18,Yes,3,3,37,1,3,No
EMP-0768,33,Customer Support,Mid,Technical,1.4,4912.13,No,4,4,9,0,1,No
EMP-0769,46,Sales,Mid,Other,0.8,4320.46,No,1,3,8,0,1,No
EMP-0770,26,Engineering,Lead,Technical,1.3,10143.75,No,2,3,11,0,1,Yes
EMP-0771,37,Engineering,Mid,Technical,0.3,5273.1,No,3,3,1,0,4,No
EMP-0772,36,Sales,Mid,Technical,1.8,4757.97,Yes,3,2,4,0,1,No
EMP-0773,37,Marketing,Lead,Other,0.8,9872.16,No,3,3,5,0,5,No
EMP-0774,32,Customer Support,Mid,Technical,7.9,5642.4,Yes,2,4,4,0,2,Yes
EMP-0775,33,Engineering,Mid,Technical,0.1,4825.98,No,3,2,7,0,1,No
EMP-0776,40,Marketing,Junior,Business,2.8,3050.26,No,4,4,6,0,1,No
EMP-0777,41,Customer Support,Junior,Other,1.1,3630.0,No,3,3,4,1,1,No
EMP-0778,41,Sales,Senior,Technical,6.1,7546.95,Yes,1,4,5,1,2,No
EMP-0779,34,Engineering,Mid,Business,2.7,5218.68,No,2,3,3,2,2,Yes
EMP-0780,46,HR,Senior,Technical,11.1,6692.85,Yes,3,2,19,4,2,Yes
EMP-0781,28,Engineering,Mid,Business,0.4,5103.68,No,3,3,1,0,0,No
EMP-0782,38,Sales,Senior,Marketing,0.5,8340.82,Yes,4,1,21,0,3,Yes
EMP-0783,22,Sales,Senior,Business,1.0,7560.08,No,3,3,1,1,4,Yes
EMP-0784,25,Sales,Junior,Other,3.7,3612.45,No,4,3,24,0,5,No
EMP-0785,26,Engineering,Mid,Other,0.2,4120.8,No,4,4,1,0,1,No
EMP-0786,37,Finance,Senior,Technical,0.3,6804.17,Yes,3,2,5,0,2,No
EMP-0787,37,Marketing,Junior,Marketing,1.2,3379.79,No,4,2,3,1,1,Yes
EMP-0788,33,HR,Mid,Marketing,2.2,5210.88,No,4,2,9,1,1,No
EMP-0789,25,Marketing,Junior,Other,0.4,3435.92,No,1,2,1,0,0,Yes
EMP-0790,41,Sales,Senior,Marketing,0.6,6157.04,Yes,3,3,1,0,3,No
EMP-0791,51,Marketing,Junior,Marketing,5.0,2818.17,No,1,4,14,0,4,No
EMP-0792,43,Sales,Senior,Technical,2.3,8061.3,No,2,3,9,0,1,No
EMP-0793,33,HR,Junior,Business,3.3,3461.18,No,3,3,8,1,3,No
EMP-0794,31,Customer Support,Mid,Marketing,1.8,4379.11,No,1,2,7,0,0,No
EMP-0795,30,Sales,Senior,Marketing,8.4,6709.36,Yes,4,3,17,1,0,Yes
EMP-0796,38,Customer Support,Lead,Technical,0.1,10321.65,Yes,4,3,3,0,3,Yes
EMP-0797,45,Customer Support,Senior,Marketing,1.7,7480.77,Yes,3,4,19,0,5,No
EMP-0798,40,Marketing,Mid,Marketing,7.7,4928.17,Yes,3,3,1,0,0,Yes
EMP-0799,36,Marketing,Junior,Marketing,1.7,2877.8,No,3,4,1,1,4,No
EMP-0800,29,Marketing,Senior,Business,3.8,7674.69,No,3,3,20,0,0,No
EMP-0801,27,Marketing,Mid,Business,3.0,5211.19,Yes,4,1,18,0,1,No
EMP-0802,43,Finance,Junior,Marketing,2.6,3716.72,No,1,4,27,2,1,Yes
EMP-0803,32,HR,Junior,Other,1.2,3431.94,Yes,4,1,1,0,0,No
EMP-0804,37,Marketing,Mid,Technical,2.7,4334.55,Yes,3,3,4,2,3,No
EMP-0805,39,Engineering,Junior,Other,1.7,3124.71,No,3,3,2,1,2,No
EMP-0806,29,Engineering,Junior,Other,3.7,2899.25,No,3,4,2,1,1,No
EMP-0807,42,Customer Support,Mid,Technical,2.5,4585.63,Yes,3,1,7,0,5,No
EMP-0808,40,Engineering,Mid,Technical,15.5,4432.05,No,4,4,9,2,2,No
EMP-0809,39,Customer Support,Junior,Marketing,0.7,3568.61,Yes,2,4,16,0,0,No
EMP-0810,37,Sales,Junior,Technical,9.2,3243.14,Yes,3,1,1,4,2,No
EMP-0811,29,Customer Support,Junior,Business,0.3,3118.79,No,2,2,2,0,1,No
EMP-0812,31,Sales,Junior,Business,5.9,3447.31,No,3,3,1,4,1,No
EMP-0813,35,Sales,Junior,Technical,0.5,3698.15,Yes,4,3,12,0,6,No
EMP-0814,45,HR,Mid,Other,2.8,5743.78,No,3,4,24,2,1,No
EMP-0815,53,Sales,Junior,Other,1.3,3046.92,No,1,3,4,0,0,Yes
EMP-0816,28,Sales,Mid,Marketing,0.3,4530.68,No,4,3,5,0,2,No
EMP-0817,36,Sales,Senior,Technical,3.6,7523.91,Yes,4,2,6,0,1,No
EMP-0818,33,Engineering,Senior,Other,3.1,7287.99,Yes,4,3,12,2,1,No
EMP-0819,45,Finance,Junior,Technical,1.3,3623.44,No,1,2,8,1,2,Yes
EMP-0820,31,Customer Support,Mid,Other,0.6,5506.23,No,3,4,28,0,3,No
EMP-0821,26,Finance,Junior,Marketing,5.0,3447.14,Yes,2,3,3,0,0,No
EMP-0822,41,Sales,Mid,Business,5.2,5710.63,Yes,2,2,6,0,1,No
EMP-0823,34,Sales,Junior,Technical,2.2,3235.27,No,3,4,10,2,2,No
EMP-0824,35,Sales,Junior,Business,0.6,3495.75,No,4,2,18,0,2,Yes
EMP-0825,35,Sales,Mid,Marketing,0.2,4768.26,No,2,1,1,0,0,No
EMP-0826,32,Engineering,Mid,Business,4.8,4365.77,Yes,3,2,7,0,2,Yes
EMP-0827,21,Sales,Lead,Other,0.0,11097.3,No,2,2,15,0,3,Yes
EMP-0828,36,Sales,Senior,Marketing,0.5,7756.81,No,1,2,1,0,0,Yes
EMP-0829,39,Sales,Mid,Other,1.2,4228.38,Yes,3,1,17,1,1,No
EMP-0830,27,Customer Support,Senior,Marketing,2.4,6251.68,No,3,3,1,2,2,Yes
EMP-0831,41,Sales,Senior,Marketing,1.7,8252.95,No,3,3,4,1,0,No
EMP-0832,38,Customer Support,Lead,Marketing,2.5,8474.52,Yes,4,3,13,2,2,No
EMP-0833,38,Customer Support,Junior,Business,1.0,2777.84,Yes,3,3,1,1,2,No
EMP-0834,28,Sales,Mid,Technical,0.9,4293.93,No,1,4,2,0,1,No
EMP-0835,36,Engineering,Junior,Technical,0.3,2774.05,No,3,3,12,0,3,No
EMP-0836,36,Sales,Senior,Marketing,2.2,7158.89,Yes,2,3,19,0,1,No
EMP-0837,31,HR,Junior,Technical,8.3,2975.38,No,2,1,2,2,1,No
EMP-0838,31,Customer Support,Mid,Technical,0.6,4524.54,Yes,3,4,22,0,2,No
EMP-0839,34,Engineering,Mid,Marketing,3.5,4849.22,Yes,1,4,5,0,2,No
EMP-0840,33,Finance,Junior,Business,3.0,3232.0,Yes,4,1,15,1,2,Yes
EMP-0841,29,Sales,Mid,Other,1.3,4425.06,No,2,1,3,1,3,No
EMP-0842,24,Marketing,Lead,Other,3.0,8809.39,No,2,4,6,0,1,No
EMP-0843,33,Engineering,Senior,Marketing,4.1,7903.67,No,4,2,1,1,0,No
EMP-0844,22,Customer Support,Mid,Technical,1.0,4835.85,No,4,3,16,1,2,Yes
EMP-0845,37,HR,Junior,Other,0.1,2795.31,No,4,4,34,0,3,No
EMP-0846,41,Customer Support,Mid,Business,2.8,5634.89,No,4,2,1,0,2,No
EMP-0847,25,Finance,Mid,Technical,0.7,5554.95,No,3,4,4,0,5,No
EMP-0848,39,HR,Junior,Other,7.2,3701.53,No,3,2,6,1,1,No
EMP-0849,21,Sales,Junior,Business,0.0,3734.15,No,2,4,3,0,3,Yes
EMP-0850,32,Customer Support,Mid,Marketing,0.1,4739.42,Yes,3,3,1,0,2,Yes
EMP-0851,42,Sales,Junior,Technical,5.3,2997.44,Yes,1,4,9,2,1,No
EMP-0852,43,Marketing,Junior,Marketing,2.4,3830.27,No,4,3,5,1,1,No
EMP-0853,30,Sales,Senior,Marketing,4.6,6621.25,Yes,4,3,14,0,3,No
EMP-0854,31,Customer Support,Mid,Marketing,3.7,5221.2,Yes,4,4,4,0,3,Yes
EMP-0855,42,Customer Support,Mid,Technical,5.0,4799.84,No,3,3,1,3,4,No
EMP-0856,27,Marketing,Lead,Business,6.0,8525.74,No,2,1,3,1,2,No
EMP-0857,37,Finance,Junior,Marketing,9.5,3728.22,Yes,3,4,2,2,3,Yes
EMP-0858,34,Customer Support,Junior,Other,0.8,3639.16,Yes,1,3,8,0,4,Yes
EMP-0859,28,Marketing,Mid,Technical,3.2,4724.95,No,4,3,33,1,6,No
EMP-0860,32,Engineering,Junior,Business,1.6,3227.45,No,4,3,8,0,1,No
EMP-0861,33,Finance,Junior,Other,8.5,3566.75,No,4,2,7,0,3,No
EMP-0862,34,HR,Junior,Marketing,8.2,3682.62,No,1,4,3,0,1,No
EMP-0863,32,Customer Support,Lead,Marketing,0.5,8632.12,No,4,3,18,0,2,No
EMP-0864,34,Customer Support,Mid,Other,1.2,4592.73,No,2,2,1,1,5,No
EMP-0865,30,Engineering,Junior,Technical,5.1,3546.85,Yes,2,4,22,4,3,No
EMP-0866,29,Customer Support,Junior,Marketing,1.1,3462.63,Yes,2,2,1,1,5,Yes
EMP-0867,49,Customer Support,Junior,Marketing,1.0,2734.41,Yes,4,2,17,0,2,No
EMP-0868,36,HR,Junior,Other,1.5,3807.62,No,4,1,3,1,0,No
EMP-0869,26,Sales,Mid,Business,1.1,4195.62,Yes,2,3,2,1,0,No
EMP-0870,43,HR,Senior,Business,0.0,7903.11,Yes,2,2,2,0,3,Yes
EMP-0871,27,Finance,Mid,Other,0.4,4390.08,No,1,4,7,0,0,No
EMP-0872,32,Sales,Mid,Business,5.3,5126.43,No,2,2,1,2,0,No
EMP-0873,36,Customer Support,Lead,Business,1.5,10266.47,Yes,2,1,2,1,3,No
EMP-0874,25,Engineering,Mid,Technical,2.0,5119.8,Yes,3,1,1,2,2,No
EMP-0875,38,Marketing,Junior,Other,3.9,2812.25,No,2,3,1,2,2,No
EMP-0876,29,Finance,Junior,Business,0.2,2733.78,No,3,3,4,0,3,No
EMP-0877,48,Engineering,Junior,Business,2.1,3195.98,No,4,2,1,2,0,Yes
EMP-0878,40,Sales,Mid,Technical,2.7,5211.21,No,3,2,2,1,1,No
EMP-0879,25,Engineering,Junior,Technical,3.5,2932.59,No,3,2,2,2,1,No
EMP-0880,27,Engineering,Senior,Technical,1.2,7582.25,Yes,3,3,13,1,2,No
EMP-0881,37,Customer Support,Senior,Marketing,8.8,8450.66,Yes,3,3,11,0,0,No
EMP-0882,24,Sales,Senior,Marketing,0.3,8448.01,Yes,3,4,5,0,2,No
EMP-0883,29,Finance,Senior,Business,0.5,6839.37,No,4,1,6,0,2,No
EMP-0884,37,Finance,Junior,Marketing,2.9,2967.92,No,4,2,17,1,1,Yes
EMP-0885,33,Customer Support,Mid,Marketing,7.4,4621.32,No,4,2,11,3,4,No
EMP-0886,30,HR,Junior,Marketing,7.7,2741.02,Yes,4,2,8,1,2,Yes
EMP-0887,29,Sales,Mid,Business,1.7,4629.03,Yes,4,3,9,0,1,No
EMP-0888,28,Sales,Senior,Technical,1.5,7614.24,Yes,4,4,7,1,2,No
EMP-0889,36,Engineering,Junior,Other,0.4,3806.86,No,3,1,3,0,1,Yes
EMP-0890,25,Sales,Lead,Other,0.5,8117.8,Yes,3,1,2,0,0,No
EMP-0891,24,Sales,Junior,Business,1.4,2966.8,No,2,3,1,1,3,No
EMP-0892,48,Sales,Junior,Technical,1.4,3449.79,Yes,3,3,5,1,1,Yes
EMP-0893,31,Customer Support,Junior,Other,0.8,3182.36,No,2,4,13,0,1,Yes
EMP-0894,39,Finance,Mid,Marketing,10.9,4362.53,No,3,4,8,0,3,No
EMP-0895,21,Customer Support,Mid,Marketing,0.0,5307.17,No,4,3,4,0,3,No
EMP-0896,43,Marketing,Junior,Marketing,0.4,3765.85,No,1,2,2,0,1,No
EMP-0897,40,Marketing,Mid,Other,0.3,5724.51,No,2,3,16,0,1,No
EMP-0898,25,Marketing,Senior,Business,2.7,8212.19,No,1,4,40,0,2,Yes
EMP-0899,34,Sales,Mid,Other,2.1,4971.15,Yes,1,2,5,1,1,No
EMP-0900,41,Finance,Lead,Other,0.6,9271.41,Yes,3,4,7,0,4,Yes
EMP-0901,24,Engineering,Senior,Business,3.0,7838.11,Yes,4,2,27,0,0,No
EMP-0902,29,Engineering,Mid,Marketing,3.1,4364.56,No,2,3,34,2,2,No
EMP-0903,41,Marketing,Mid,Business,3.1,4821.75,No,3,1,2,0,5,No
EMP-0904,30,Sales,Senior,Other,0.4,8629.37,No,3,3,6,0,3,No
EMP-0905,45,Engineering,Mid,Marketing,5.1,5150.34,No,3,3,3,1,3,No
EMP-0906,29,Engineering,Junior,Other,0.2,3504.9,No,4,3,15,0,0,Yes
EMP-0907,36,Engineering,Junior,Other,0.8,3770.0,No,4,3,9,0,2,No
EMP-0908,46,Marketing,Mid,Technical,3.0,5695.24,No,3,2,4,0,3,Yes
EMP-0909,37,HR,Junior,Other,0.8,3656.63,No,3,3,2,0,3,No
EMP-0910,21,Engineering,Mid,Marketing,0.0,5599.1,Yes,4,4,5,0,3,No
EMP-0911,33,Engineering,Mid,Technical,8.2,4614.21,No,4,4,40,0,0,No
EMP-0912,25,Marketing,Junior,Business,3.2,2787.94,No,3,2,2,1,1,No
